"","taxonomy"
"ASV_416","Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Pelosinus;ASV_416"
"ASV_4160","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_4160"
"ASV_4161","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;BSV13;ASV_4161"
"ASV_4162","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_4162"
"ASV_4163","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;ASV_4163"
"ASV_4164","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;NA;ASV_4164"
"ASV_4165","Bacteria;Caldisericota;Caldisericia;Caldisericales;Caldisericaceae;Caldisericum;ASV_4165"
"ASV_4166","Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ASV_4166"
"ASV_4167","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_4167"
"ASV_4168","Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA;ASV_4168"
"ASV_4169","Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;ASV_4169"
"ASV_417","Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_417"
"ASV_4170","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4170"
"ASV_4171","Bacteria;Chloroflexi;Chloroflexia;Elev-1554;NA;NA;ASV_4171"
"ASV_4172","Bacteria;Chloroflexi;Chloroflexia;Elev-1554;NA;NA;ASV_4172"
"ASV_4173","Bacteria;Armatimonadota;NA;NA;NA;NA;ASV_4173"
"ASV_4174","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_4174"
"ASV_4175","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaera;ASV_4175"
"ASV_4176","Bacteria;RCP2-54;NA;NA;NA;NA;ASV_4176"
"ASV_4177","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_4177"
"ASV_4178","Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ASV_4178"
"ASV_4179","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4179"
"ASV_418","Bacteria;Chloroflexi;Chloroflexia;Elev-1554;NA;NA;ASV_418"
"ASV_4180","Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;ASV_4180"
"ASV_4181","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;ASV_4181"
"ASV_4182","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_4182"
"ASV_4183","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Granulicella;ASV_4183"
"ASV_4184","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidocella;ASV_4184"
"ASV_4185","Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;ASV_4185"
"ASV_4186","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Bryocella;ASV_4186"
"ASV_4187","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Granulicella;ASV_4187"
"ASV_4188","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV_4188"
"ASV_4189","Bacteria;Bacteroidota;Ignavibacteria;SJA-28;NA;NA;ASV_4189"
"ASV_419","Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;ASV_419"
"ASV_4190","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4190"
"ASV_4191","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_4191"
"ASV_4192","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_4192"
"ASV_4193","Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;ASV_4193"
"ASV_4194","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_4194"
"ASV_4195","Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;ASV_4195"
"ASV_4196","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Bryocella;ASV_4196"
"ASV_4197","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_4197"
"ASV_4198","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4198"
"ASV_4199","Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI 0001001-H03;ASV_4199"
"ASV_42","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_42"
"ASV_420","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Roseiarcus;ASV_420"
"ASV_4200","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4200"
"ASV_4201","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4201"
"ASV_4202","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;ASV_4202"
"ASV_4203","Bacteria;WPS-2;NA;NA;NA;NA;ASV_4203"
"ASV_4204","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_4204"
"ASV_4205","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_4205"
"ASV_4206","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;ASV_4206"
"ASV_4207","Bacteria;Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;NA;ASV_4207"
"ASV_4208","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4208"
"ASV_4209","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;ASV_4209"
"ASV_421","Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;ASV_421"
"ASV_4210","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;ASV_4210"
"ASV_4211","Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Stigonema SAG 48.90;ASV_4211"
"ASV_4212","Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;ASV_4212"
"ASV_4213","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_4213"
"ASV_4214","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;ASV_4214"
"ASV_4215","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;ASV_4215"
"ASV_4216","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_4216"
"ASV_4217","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;ASV_4217"
"ASV_4218","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_4218"
"ASV_4219","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4219"
"ASV_422","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;ASV_422"
"ASV_4220","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;ASV_4220"
"ASV_4221","Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;ASV_4221"
"ASV_4222","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;ASV_4222"
"ASV_4223","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;NA;ASV_4223"
"ASV_4224","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;ASV_4224"
"ASV_4225","Bacteria;Chloroflexi;Anaerolineae;SBR1031;NA;NA;ASV_4225"
"ASV_4226","Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella;ASV_4226"
"ASV_4227","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4227"
"ASV_4228","Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;ASV_4228"
"ASV_4229","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_4229"
"ASV_423","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 9;ASV_423"
"ASV_4230","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;NA;ASV_4230"
"ASV_4231","Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;ASV_4231"
"ASV_4232","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_4232"
"ASV_4233","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_4233"
"ASV_4234","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;NA;NA;ASV_4234"
"ASV_4235","Bacteria;Nitrospirota;Thermodesulfovibrionia;NA;NA;NA;ASV_4235"
"ASV_4236","Bacteria;Cyanobacteria;Sericytochromatia;NA;NA;NA;ASV_4236"
"ASV_4237","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2;NA;ASV_4237"
"ASV_4238","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4238"
"ASV_4239","Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;NA;NA;ASV_4239"
"ASV_424","Bacteria;Acidobacteriota;Acidobacteriae;Paludibaculum;NA;NA;ASV_424"
"ASV_4240","Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae;NA;ASV_4240"
"ASV_4241","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia;ASV_4241"
"ASV_4242","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_4242"
"ASV_4243","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_4243"
"ASV_4244","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_4244"
"ASV_4245","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;NA;ASV_4245"
"ASV_4246","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_4246"
"ASV_4247","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_4247"
"ASV_4248","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_4248"
"ASV_4249","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_4249"
"ASV_425","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;NA;ASV_425"
"ASV_4250","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;BSV13;ASV_4250"
"ASV_4251","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4251"
"ASV_4252","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4252"
"ASV_4253","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_4253"
"ASV_4254","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_4254"
"ASV_4255","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin516;ASV_4255"
"ASV_4256","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_4256"
"ASV_4257","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_4257"
"ASV_4258","Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_4258"
"ASV_4259","Bacteria;Chloroflexi;Ktedonobacteria;C0119;NA;NA;ASV_4259"
"ASV_426","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;ASV_426"
"ASV_4260","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_4260"
"ASV_4261","Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;ASV_4261"
"ASV_4262","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodovastum;ASV_4262"
"ASV_4263","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;ASV_4263"
"ASV_4264","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4264"
"ASV_4265","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Mitsuaria;ASV_4265"
"ASV_4266","Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;ASV_4266"
"ASV_4267","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophaga;ASV_4267"
"ASV_4268","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;ASV_4268"
"ASV_4269","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Granulicella;ASV_4269"
"ASV_427","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;1174-901-12;ASV_427"
"ASV_4270","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4270"
"ASV_4271","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_4271"
"ASV_4272","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;ASV_4272"
"ASV_4273","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseimicrobium;ASV_4273"
"ASV_4274","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;ASV_4274"
"ASV_4275","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;NA;ASV_4275"
"ASV_4276","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;ASV_4276"
"ASV_4277","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_4277"
"ASV_4278","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4278"
"ASV_4279","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;ASV_4279"
"ASV_428","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_428"
"ASV_4280","Bacteria;Chloroflexi;SHA-26;NA;NA;NA;ASV_4280"
"ASV_4281","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_4281"
"ASV_4282","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;ASV_4282"
"ASV_4283","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_4283"
"ASV_4284","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_4284"
"ASV_4285","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_4285"
"ASV_4286","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;ASV_4286"
"ASV_4287","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;ASV_4287"
"ASV_4288","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV_4288"
"ASV_4289","Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;NA;ASV_4289"
"ASV_429","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_429"
"ASV_4290","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV_4290"
"ASV_4291","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;ASV_4291"
"ASV_4292","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_4292"
"ASV_4293","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4293"
"ASV_4294","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_4294"
"ASV_4295","Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;NA;ASV_4295"
"ASV_4296","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;ASV_4296"
"ASV_4297","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_4297"
"ASV_4298","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_4298"
"ASV_4299","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;ASV_4299"
"ASV_43","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_43"
"ASV_430","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_430"
"ASV_4300","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_4300"
"ASV_4301","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_4301"
"ASV_4302","Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;ASV_4302"
"ASV_4303","Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;ASV_4303"
"ASV_4304","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4304"
"ASV_4305","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4305"
"ASV_4306","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;ASV_4306"
"ASV_4307","Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;ASV_4307"
"ASV_4308","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_4308"
"ASV_4309","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_4309"
"ASV_431","Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;ASV_431"
"ASV_4310","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_4310"
"ASV_4311","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_4311"
"ASV_4312","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_4312"
"ASV_4313","Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Nostoc PCC-73102;ASV_4313"
"ASV_4314","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;ASV_4314"
"ASV_4315","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;ASV_4315"
"ASV_4316","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_4316"
"ASV_4317","Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Smithellaceae;Smithella;ASV_4317"
"ASV_4318","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_4318"
"ASV_4319","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodovastum;ASV_4319"
"ASV_432","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_432"
"ASV_4320","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_4320"
"ASV_4321","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;NA;ASV_4321"
"ASV_4322","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4322"
"ASV_4323","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_4323"
"ASV_4324","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_4324"
"ASV_4325","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_4325"
"ASV_4326","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_4326"
"ASV_4327","Bacteria;Nitrospirota;4-29-1;NA;NA;NA;ASV_4327"
"ASV_4328","Archaea;Crenarchaeota;Bathyarchaeia;NA;NA;NA;ASV_4328"
"ASV_4329","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4329"
"ASV_433","Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;NA;NA;ASV_433"
"ASV_4330","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4330"
"ASV_4331","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;ASV_4331"
"ASV_4332","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;ASV_4332"
"ASV_4333","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;NA;ASV_4333"
"ASV_4334","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_4334"
"ASV_4335","Bacteria;WPS-2;NA;NA;NA;NA;ASV_4335"
"ASV_4336","Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;ASV_4336"
"ASV_4337","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;NA;NA;ASV_4337"
"ASV_4338","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;NA;NA;ASV_4338"
"ASV_4339","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;ASV_4339"
"ASV_434","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_434"
"ASV_4340","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA;ASV_4340"
"ASV_4341","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;ASV_4341"
"ASV_4342","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_4342"
"ASV_4343","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4343"
"ASV_4344","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_4344"
"ASV_4345","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_4345"
"ASV_4346","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_4346"
"ASV_4347","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_4347"
"ASV_4348","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_4348"
"ASV_4349","Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;HN-HF0106;ASV_4349"
"ASV_435","Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;ASV_435"
"ASV_4350","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_4350"
"ASV_4351","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV_4351"
"ASV_4352","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;ASV_4352"
"ASV_4353","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;NA;ASV_4353"
"ASV_4354","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Candidatus Koribacter;ASV_4354"
"ASV_4355","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4355"
"ASV_4356","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4356"
"ASV_4357","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4357"
"ASV_4358","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4358"
"ASV_4359","Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;ASV_4359"
"ASV_436","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_436"
"ASV_4360","Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus;ASV_4360"
"ASV_4361","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4361"
"ASV_4362","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_4362"
"ASV_4363","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocapsa;ASV_4363"
"ASV_4364","Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;ASV_4364"
"ASV_4365","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;ASV_4365"
"ASV_4366","Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;NA;NA;ASV_4366"
"ASV_4367","Bacteria;Armatimonadota;NA;NA;NA;NA;ASV_4367"
"ASV_4368","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4368"
